datetime,Surface_temperature,Layer1_temperature,Layer2_temperature,Layer3_temperature
2030-01-11 14:00:00,0.28105924,1.3522927,2.6653545,3.0045283
2030-01-11 15:00:00,-0.9436741,0.94476265,3.1416476,3.5228488
2030-01-11 16:00:00,-2.6229465,0.34006038,3.582181,4.014856
2030-01-11 17:00:00,-3.0233836,0.4927726,4.2034187,4.536307
2030-01-11 18:00:00,-3.6912577,0.47891855,4.8050284,5.151092
2030-01-11 19:00:00,-3.9672935,0.5518663,5.3144975,5.60256
2030-01-11 20:00:00,-3.2524703,0.97138906,5.3779707,5.66653
2030-01-11 21:00:00,-3.798077,0.43456617,4.81085,5.0447826
2030-01-11 22:00:00,-3.128746,0.6853766,4.541161,4.829978
2030-01-11 23:00:00,-3.6487641,0.03987096,3.740267,4.0377645
2030-01-12 00:00:00,-3.9767528,-0.5686234,2.8592787,3.2144034
2030-01-12 01:00:00,-4.301415,-1.3896009,1.5878356,1.90301
2030-01-12 02:00:00,-4.704941,-2.185985,0.43779197,0.7228228
2030-01-12 03:00:00,-5.275776,-2.912646,-0.30702603,0.07502652
2030-01-12 04:00:00,-5.3279557,-3.368746,-1.3125913,-1.0746406
2030-01-12 05:00:00,-7.1400685,-4.6633253,-1.8776467,-1.4026297
2030-01-12 06:00:00,-8.58515,-5.8038697,-2.9393077,-2.6830177
2030-01-12 07:00:00,-8.914074,-6.128133,-3.127378,-2.8075936
2030-01-12 08:00:00,-6.763556,-4.6486483,-2.175513,-1.8528645
2030-01-12 09:00:00,3.7612207,0.7527317,-2.1197689,-2.105909
2030-01-12 10:00:00,10.596337,5.131486,-0.20115945,-0.28001517
2030-01-12 11:00:00,15.461582,8.147348,0.883088,0.8330059
2030-01-12 12:00:00,22.145838,11.378086,0.48362875,0.19837016
2030-01-12 13:00:00,20.040707,10.283182,0.42278472,0.12431454
2030-01-12 14:00:00,18.026894,10.682576,3.0723476,2.7797434
2030-01-12 15:00:00,14.358507,9.018989,3.455628,3.0977962
2030-01-12 16:00:00,7.9998684,6.0935373,3.7656896,3.2809598
2030-01-12 17:00:00,2.37566,3.5341923,4.229334,3.826765
2030-01-12 18:00:00,-1.7217638,1.6038567,4.5031247,4.1373816
2030-01-12 19:00:00,-4.579179,-0.17396295,4.0052266,3.9203012
2030-01-12 20:00:00,-4.9802794,-0.4833722,3.852455,3.7747219
2030-01-12 21:00:00,-5.1012826,-0.7447307,3.4828594,3.5551012
2030-01-12 22:00:00,-4.99381,-0.8388042,3.2875438,3.4140592
2030-01-12 23:00:00,-5.0732718,-1.4179236,2.0953069,2.141128
2030-01-13 00:00:00,-5.924076,-2.4208198,0.9232653,0.8642056
2030-01-13 01:00:00,-4.7463355,-2.1642292,0.22096494,0.060037673
2030-01-13 02:00:00,-4.276139,-2.2156987,-0.378957,-0.60373783
2030-01-13 03:00:00,-5.603614,-3.6939905,-2.0356069,-2.2326856
2030-01-13 04:00:00,-6.1972704,-4.5667777,-3.333266,-3.6382396
2030-01-13 05:00:00,-6.3843856,-4.649654,-3.2902153,-3.5488048
2030-01-13 06:00:00,-7.6272535,-5.606456,-4.1882544,-4.579708
2030-01-13 07:00:00,-6.34609,-4.836766,-3.531151,-3.5143836
2030-01-13 08:00:00,-4.9566436,-3.990419,-3.4824295,-3.6408553
2030-01-13 09:00:00,6.847815,2.6514404,-1.900327,-2.05699
2030-01-13 10:00:00,10.525664,5.087875,-0.21487713,-0.20239529
2030-01-13 11:00:00,13.238312,6.987256,0.8152047,0.74760014
2030-01-13 12:00:00,17.002037,8.595012,0.26132798,0.2088773
2030-01-13 13:00:00,15.32224,8.663843,2.3484464,2.6660857
2030-01-13 14:00:00,14.4066,8.999573,3.8359308,4.120535
2030-01-13 15:00:00,14.241628,9.216512,4.436113,4.7330537
2030-01-13 16:00:00,6.452956,5.392789,4.624799,5.02955
2030-01-13 17:00:00,0.4063603,2.3583176,4.580854,5.02239
2030-01-13 18:00:00,-4.4770746,-0.520024,3.409579,3.5139353
2030-01-13 19:00:00,-5.218913,-0.94684106,3.2538698,3.3158474
2030-01-13 20:00:00,-5.90127,-1.4647659,3.0121439,3.097876
2030-01-13 21:00:00,-6.512871,-1.9893373,2.5280795,2.6941407
2030-01-13 22:00:00,-7.8203135,-3.1918418,1.4623561,1.7184211
2030-01-13 23:00:00,-8.958011,-4.2058296,0.59150666,0.91232854
2030-01-14 00:00:00,-8.549886,-4.3871737,-0.15037358,0.15201472
2030-01-14 01:00:00,-9.079806,-5.1780744,-1.0965437,-0.74251324
2030-01-14 02:00:00,-10.263352,-6.6035285,-2.9056869,-2.753834
2030-01-14 03:00:00,-9.982505,-6.729701,-3.5305111,-3.4495528
